"","X","cluster"
"16904","URBN",1
"16905","ROKU",1
"16906","FEDU",1
"16907","ETM",1
"16908","BANC",1
"16909","INVH",1
"16910","OMF",1
"16911","LW",1
"16912","CTRE",1
"16913","NHI",1
"16914","CBL",1
"16915","FE",1
"16916","NOC",1
"16917","ASH",1
"16918","MCHP",1
"16919","KLIC",1
"16920","O",1
"16921","FET",1
"16922","TPH",1
"16923","FLO",1
"16924","SPN",1
"16925","SHO",1
"16926","TEAM",1
"16927","COF",4
"16928","PFPT",1
"16929","FLT",1
"16930","PLUG",1
"16931","HIMX",1
"16932","IGT",1
"16933","FANG",1
"16934","TROW",1
"16935","ARLP",1
"16936","RXN",1
"16937","OSK",1
"16938","DHR",1
"16939","BLMN",1
"16940","AMN",1
"16941","PPC",1
"16942","GNTX",1
"16943","RCL",1
"16944","INTU",1
"16945","W",1
"16946","PCAR",1
"16947","IR",1
"16948","PEG",1
"16949","FBP",1
"16950","WEC",1
"16951","MDC",1
"16952","TISI",1
"16953","YUMC",1
"16954","HMSY",1
"16955","IMMU",1
"16956","ALV",1
"16957","BHP",4
"16958","BXP",1
"16959","BYD",1
"16960","WGO",1
"16961","KSU",1
"16962","PUMP",1
"16963","XLNX",1
"16964","NOG",1
"16965","GLOG",1
"16966","FOLD",1
"16967","JBHT",1
"16968","FBHS",1
"16969","TXT",1
"16970","EXPD",1
"16971","PDLI",1
"16972","EXPE",1
"16973","TVPT",1
"16974","WERN",1
"16975","AGI",1
"16976","ED",1
"16977","HCSG",1
"16978","DVAX",1
"16979","DLTR",1
"16980","GNC",1
"16981","OUT",1
"16982","MTSI",1
"16983","DBD",1
"16984","CBT",1
"16985","STOR",1
"16986","BGCP",1
"16987","ABB",4
"16988","GTE",1
"16989","SWKS",1
"16990","CP",1
"16991","PNR",1
"16992","PKI",1
"16993","IIVI",1
"16994","CROX",1
"16995","ASB",1
"16996","UHS",1
"16997","ENB",4
"16998","TDC",1
"16999","AG",1
"17000","ACHC",1
"17001","NAT",1
"17002","MLHR",1
"17003","SPG",1
"17004","ENLK",1
"17005","QRTEA",1
"17006","TRIP",1
"17007","TRP",1
"17008","FAST",1
"17009","RH",1
"17010","CBRE",1
"17011","HGV",1
"17012","AEG",1
"17013","BTI",4
"17014","VIAB",1
"17015","NVS",4
"17016","EWBC",1
"17017","QSR",1
"17018","GSAT",1
"17019","TTPH",1
"17020","VRAY",1
"17021","SGH",1
"17022","ALNY",1
"17023","BMRN",1
"17024","CA",1
"17025","CASA",1
"17026","CXP",1
"17027","AGNC",1
"17028","DF",1
"17029","HRTX",1
"17030","LDOS",1
"17031","VSLR",1
"17032","MPW",1
"17033","TXMD",1
"17034","CIM",1
"17035","INSM",1
"17036","ETH",1
"17037","NG",1
"17038","BGFV",1
"17039","AEE",1
"17040","HCC",1
"17041","LAMR",1
"17042","FIT",1
"17043","EXEL",1
"17044","HZNP",1
"17045","ADI",1
"17046","AKBA",1
"17047","OLED",1
"17048","EYE",1
"17049","CBS",1
"17050","MBT",1
"17051","TMO",1
"17052","LBRDA",1
"17053","HCLP",1
"17054","OFC",1
"17055","STT",1
"17056","HLF",1
"17057","WRK",1
"17058","BR",1
"17059","MCD",4
"17060","PRO",1
"17061","SSNC",1
"17062","TWO",1
"17063","CHTR",4
"17064","AXL",1
"17065","ACAD",1
"17066","VLY",1
"17067","VOD",1
"17068","EXTR",1
"17069","BTE",1
"17070","FEYE",1
"17071","SUN",1
"17072","VECO",1
"17073","ZEN",1
"17074","ATEN",1
"17075","CRC",1
"17076","ATUS",1
"17077","SIG",1
"17078","BDC",1
"17079","ERIC",1
"17080","XPO",1
"17081","APO",1
"17082","CRI",1
"17083","MANH",1
"17084","AGCO",1
"17085","TILE",1
"17086","MMC",1
"17087","GNW",1
"17088","CAKE",1
"17089","CAR",1
"17090","TMHC",1
"17091","URI",1
"17092","SPLK",1
"17093","VRSN",1
"17094","MCO",1
"17095","SLG",1
"17096","XOG",1
"17097","PEIX",1
"17098","BZUN",1
"17099","PAGS",1
"17100","L",1
"17101","NWSA",1
"17102","MBI",1
"17103","ARNA",1
"17104","VNO",1
"17105","PDS",1
"17106","BCC",1
"17107","TCP",1
"17108","ULTA",1
"17109","PRTY",1
"17110","JACK",1
"17111","OGE",1
"17112","QGEN",1
"17113","CPRT",1
"17114","EAT",1
"17115","DXC",1
"17116","UEC",1
"17117","CLVS",1
"17118","UDR",1
"17119","KBR",1
"17120","STM",1
"17121","AQUA",1
"17122","SBRA",1
"17123","EQT",1
"17124","FISV",1
"17125","SRE",1
"17126","SAVE",1
"17127","DXLG",1
"17128","HTA",1
"17129","NPTN",1
"17130","ARQL",1
"17131","SQM",1
"17132","SXT",1
"17133","OMC",1
"17134","CVA",1
"17135","LXP",1
"17136","ONB",1
"17137","FMC",1
"17138","KN",1
"17139","KW",1
"17140","SCS",1
"17141","CXW",1
"17142","DFS",1
"17143","PH",1
"17144","CIEN",1
"17145","OIS",1
"17146","SEMG",1
"17147","SCCO",1
"17148","HDS",1
"17149","YEXT",1
"17150","NGHC",1
"17151","ATSG",1
"17152","REVG",1
"17153","ALLE",1
"17154","MHK",1
"17155","SPWH",1
"17156","TWNK",1
"17157","BMCH",1
"17158","EQIX",1
"17159","GRA",1
"17160","VNTR",1
"17161","SUM",1
"17162","RDFN",1
"17163","ERJ",1
"17164","UNM",1
"17165","NJR",1
"17166","ORBC",1
"17167","NNN",1
"17168","PAGP",1
"17169","LIVN",1
"17170","AMAG",1
"17171","CTAS",1
"17172","REGI",1
"17173","VRNT",1
"17174","HAS",1
"17175","AOS",1
"17176","DGX",1
"17177","CUZ",1
"17178","HALO",1
"17179","SGMO",1
"17180","KTOS",1
"17181","FIS",1
"17182","TRN",1
"17183","SPGI",1
"17184","BHF",1
"17185","RYAAY",1
"17186","AN",1
"17187","WDAY",1
"17188","ABR",1
"17189","MCK",1
"17190","VC",1
"17191","ROIC",1
"17192","HTZ",1
"17193","MUX",1
"17194","IEX",1
"17195","MXIM",1
"17196","INN",1
"17197","TROX",1
"17198","OEC",1
"17199","ATH",1
"17200","CSOD",1
"17201","ABC",1
"17202","EFX",1
"17203","DPZ",1
"17204","ENLC",1
"17205","TTM",1
"17206","OHI",1
"17207","SUI",1
"17208","SIVB",1
"17209","MPLX",1
"17210","EC",1
"17211","FIVE",1
"17212","LPLA",1
"17213","SEIC",1
"17214","SIX",1
"17215","VEEV",1
"17216","DO",1
"17217","FORM",1
"17218","BRKS",1
"17219","NVO",4
"17220","SWK",1
"17221","SNDR",1
"17222","SBGL",1
"17223","VNDA",1
"17224","ANH",1
"17225","HTHT",1
"17226","EW",1
"17227","SKT",1
"17228","ROK",1
"17229","PENN",1
"17230","AMRN",1
"17231","ALL",1
"17232","IONS",1
"17233","APRN",1
"17234","NEOS",1
"17235","KRNY",1
"17236","SBAC",1
"17237","MFC",4
"17238","ZTS",1
"17239","BUD",3
"17240","UA",1
"17241","AROC",1
"17242","THO",1
"17243","BGNE",1
"17244","WB",1
"17245","KT",1
"17246","TGNA",1
"17247","CHGG",1
"17248","WM",1
"17249","ASX",1
"17250","BDSI",1
"17251","THRM",1
"17252","UMPQ",1
"17253","ALB",1
"17254","RHI",1
"17255","AKRX",1
"17256","HLT",1
"17257","DNOW",1
"17258","PIR",1
"17259","WPG",1
"17260","PNFP",1
"17261","DRH",1
"17262","OC",1
"17263","CUBE",1
"17264","GLPI",1
"17265","CBOE",1
"17266","RDNT",1
"17267","AGRO",1
"17268","AL",1
"17269","EVH",1
"17270","UIS",1
"17271","JELD",1
"17272","TDG",1
"17273","LITE",1
"17274","STAY",1
"17275","TCF",1
"17276","RY",4
"17277","ROST",1
"17278","SYK",1
"17279","REI",1
"17280","HR",1
"17281","TRV",1
"17282","CSL",1
"17283","GWRE",1
"17284","ANET",1
"17285","PCRX",1
"17286","CSIQ",1
"17287","ICHR",1
"17288","WSM",1
"17289","EXP",1
"17290","BWA",1
"17291","SWCH",1
"17292","APLE",1
"17293","ADS",1
"17294","DRQ",1
"17295","AXS",1
"17296","MTDR",1
"17297","CARB",1
"17298","CAJ",4
"17299","CNI",1
"17300","TLND",1
"17301","ILMN",1
"17302","ISRG",1
"17303","CAL",1
"17304","SPAR",1
"17305","SAP",4
"17306","ESNT",1
"17307","NMFC",1
"17308","BLDP",1
"17309","OI",1
"17310","MDU",1
"17311","PSXP",1
"17312","CREE",1
"17313","CWH",1
"17314","DECK",1
"17315","COHR",1
"17316","SMFG",3
"17317","FULT",1
"17318","UNIT",1
"17319","LAZ",1
"17320","CASY",1
"17321","PODD",1
"17322","NEXA",1
"17323","MATW",1
"17324","PLNT",1
"17325","CAH",1
"17326","AYI",1
"17327","DVA",1
"17328","AMPE",1
"17329","REGN",1
"17330","MELI",1
"17331","SGMS",1
"17332","WCN",1
"17333","IMMR",1
"17334","VKTX",1
"17335","MYOV",1
"17336","ABM",1
"17337","NGL",1
"17338","ARCO",1
"17339","TYME",1
"17340","MGPI",1
"17341","NTES",1
"17342","LTRPA",1
"17343","LNC",1
"17344","NGG",4
"17345","SND",1
"17346","GTES",1
"17347","CMA",1
"17348","ALK",1
"17349","CHL",3
"17350","PFG",1
"17351","IRET",1
"17352","HUM",1
"17353","TEX",1
"17354","STFC",1
"17355","SAND",1
"17356","JWN",1
"17357","HDSN",1
"17358","HFC",1
"17359","PQG",1
"17360","EDU",1
"17361","ESRT",1
"17362","LBRT",1
"17363","PEB",1
"17364","TSN",1
"17365","HSBC",3
"17366","OMI",1
"17367","PTC",1
"17368","CDW",1
"17369","SBGI",1
"17370","MMP",1
"17371","PLAY",1
"17372","EGOV",1
"17373","HDB",1
"17374","TSE",1
"17375","WAL",1
"17376","SBS",1
"17377","ARE",1
"17378","EXAS",1
"17379","TRGP",1
"17380","LYV",1
"17381","MFA",1
"17382","ECL",1
"17383","RESN",1
"17384","ELY",1
"17385","ARES",1
"17386","DDD",1
"17387","LPT",1
"17388","MKC",1
"17389","WAFD",1
"17390","CQP",1
"17391","PETQ",1
"17392","RMD",1
"17393","IRDM",1
"17394","BKU",1
"17395","H",1
"17396","EXPR",1
"17397","AVB",1
"17398","FII",1
"17399","INCY",1
"17400","LBRDK",1
"17401","NVCN",1
"17402","TRMB",1
"17403","CVEO",1
"17404","TDOC",1
"17405","TRU",1
"17406","SOGO",1
"17407","XYL",1
"17408","GPOR",1
"17409","ACGL",1
"17410","SFUN",1
"17411","GRFS",1
"17412","DY",1
"17413","MGP",1
"17414","SNE",1
"17415","MAA",1
"17416","AEL",1
"17417","GOGO",1
"17418","TSU",1
"17419","WES",1
"17420","QUAD",1
"17421","RYN",1
"17422","SYNA",1
"17423","VSTO",1
"17424","BHVN",1
"17425","PPG",1
"17426","WAIR",1
"17427","ORI",1
"17428","TPC",1
"17429","XHR",1
"17430","WMGI",1
"17431","MC",1
"17432","COT",1
"17433","DDS",1
"17434","TMST",1
"17435","FR",1
"17436","NMIH",1
"17437","MTCH",1
"17438","TRHC",1
"17439","XNET",1
"17440","CIG",1
"17441","HAIN",1
"17442","TIVO",1
"17443","CUK",1
"17444","ECHO",1
"17445","MSI",1
"17446","PDCE",1
"17447","FNV",1
"17448","LPSN",1
"17449","TELL",1
"17450","KMX",1
"17451","LFC",4
"17452","ESPR",1
"17453","BRX",1
"17454","LH",1
"17455","PLCE",1
"17456","NBHC",1
"17457","FND",1
"17458","MOH",1
"17459","SSW",1
"17460","FUL",1
"17461","MRC",1
"17462","EXR",1
"17463","SCHL",1
"17464","CPG",1
"17465","ADTN",1
"17466","WHR",1
"17467","HSY",1
"17468","HTGM",1
"17469","SEAS",1
"17470","BECN",1
"17471","BPOP",1
"17472","PGRE",1
"17473","COO",1
"17474","JT",1
"17475","WRI",1
"17476","COMM",1
"17477","ABEO",1
"17478","CPT",1
"17479","SHOP",1
"17480","RETA",1
"17481","MWA",1
"17482","BLUE",1
"17483","GWB",1
"17484","WPRT",1
"17485","CORT",1
"17486","BOOT",1
"17487","ALEX",1
"17488","TKR",1
"17489","RL",1
"17490","XXII",1
"17491","CLGX",1
"17492","AXGN",1
"17493","MASI",1
"17494","OKTA",1
"17495","TD",4
"17496","BRO",1
"17497","ALSN",1
"17498","FAF",1
"17499","BRKR",1
"17500","G",1
"17501","CFX",1
"17502","PANW",1
"17503","GPC",1
"17504","ELP",1
"17505","KMPR",1
"17506","BGS",1
"17507","NBIX",1
"17508","CHKP",1
"17509","JAZZ",1
"17510","CMCO",1
"17511","CRS",1
"17512","AMC",1
"17513","BVN",1
"17514","EXK",1
"17515","BLK",4
"17516","IMO",1
"17517","WRD",1
"17518","CATM",1
"17519","POR",1
"17520","BBL",4
"17521","GCI",1
"17522","ORLY",1
"17523","GDI",1
"17524","FFIV",1
"17525","KNL",1
"17526","HOG",1
"17527","STWD",1
"17528","PRTA",1
"17529","UNVR",1
"17530","TUP",1
"17531","FSM",1
"17532","XIN",1
"17533","SCWX",1
"17534","PTLA",1
"17535","PAAS",1
"17536","ADNT",1
"17537","TRUP",1
"17538","HAE",1
"17539","WTR",1
"17540","HOPE",1
"17541","MRTN",1
"17542","DLX",1
"17543","UUUU",1
"17544","GEO",1
"17545","LMNX",1
"17546","AAP",1
"17547","AON",1
"17548","TGTX",1
"17549","SKM",1
"17550","MAN",1
"17551","CRUS",1
"17552","AAXN",1
"17553","DPLO",1
"17554","TXRH",1
"17555","BEAT",1
"17556","TNET",1
"17557","LZB",1
"17558","FTSI",1
"17559","EEFT",1
"17560","COL",1
"17561","BXS",1
"17562","CVGI",1
"17563","TRI",1
"17564","GMS",1
"17565","PBI",1
"17566","XON",1
"17567","JEC",1
"17568","RJF",1
"17569","WWD",1
"17570","SNY",4
"17571","TTC",1
"17572","BAM",4
"17573","SHW",1
"17574","AMP",1
"17575","SNR",1
"17576","WSO",1
"17577","ATO",1
"17578","SNH",1
"17579","HOLI",1
"17580","CBAY",1
"17581","STAG",1
"17582","WAB",1
"17583","FSCT",1
"17584","AVEO",1
"17585","PFGC",1
"17586","MUSA",1
"17587","RCM",1
"17588","DK",1
"17589","CM",4
"17590","SWX",1
"17591","SSRM",1
"17592","MTW",1
"17593","WUBA",1
"17594","IRS",1
"17595","MIC",1
"17596","TSEM",1
"17597","DNLI",1
"17598","CHRW",1
"17599","SPPI",1
"17600","TTD",1
"17601","ASML",1
"17602","IDXX",1
"17603","ONCS",1
"17604","SRPT",1
"17605","LTM",1
"17606","SGEN",1
"17607","CNK",1
"17608","TCBI",1
"17609","OCN",1
"17610","MDB",1
"17611","DXPE",1
"17612","NWBI",1
"17613","ENS",1
"17614","RP",1
"17615","TFX",1
"17616","EQC",1
"17617","DEI",1
"17618","UFS",1
"17619","MTN",1
"17620","SPR",1
"17621","PSEC",1
"17622","LEE",1
"17623","QDEL",1
"17624","WETF",1
"17625","BBX",1
"17626","NRZ",1
"17627","HBM",1
"17628","INVA",1
"17629","BJRI",1
"17630","EVRI",1
"17631","LCI",1
"17632","FLIR",1
"17633","PII",1
"17634","JCOM",1
"17635","CTT",1
"17636","TLRD",1
"17637","AHH",1
"17638","ZS",1
"17639","MIDD",1
"17640","SF",1
"17641","RCII",1
"17642","DCP",1
"17643","VEDL",1
"17644","SERV",1
"17645","UN",4
"17646","WBS",1
"17647","CRON",1
"17648","WST",1
"17649","SCI",1
"17650","BERY",1
"17651","ENIA",1
"17652","TEUM",1
"17653","TPRE",1
"17654","CCK",1
"17655","MAG",1
"17656","WNC",1
"17657","CSGP",1
"17658","ETR",1
"17659","TTMI",1
"17660","FLS",1
"17661","ARWR",1
"17662","IAC",1
"17663","VIRT",1
"17664","UCTT",1
"17665","WBT",1
"17666","ANGI",1
"17667","BCOR",1
"17668","CISN",1
"17669","CRH",1
"17670","GHL",1
"17671","IPI",1
"17672","HIW",1
"17673","BLDR",1
"17674","CNXM",1
"17675","MOBL",1
"17676","CPS",1
"17677","CHEF",1
"17678","APH",1
"17679","REXR",1
"17680","KURA",1
"17681","GTHX",1
"17682","TK",1
"17683","MRNS",1
"17684","GPRE",1
"17685","TERP",1
"17686","RS",1
"17687","HIBB",1
"17688","ALGN",1
"17689","HEI",1
"17690","CFR",1
"17691","YPF",1
"17692","LGIH",1
"17693","CMG",1
"17694","REG",1
"17695","AVXL",1
"17696","AXDX",1
"17697","RPM",1
"17698","BNS",4
"17699","BWXT",1
"17700","WOW",1
"17701","PRMW",1
"17702","WOR",1
"17703","NIHD",1
"17704","NUVA",1
"17705","ADVM",1
"17706","SWIR",1
"17707","BIOS",1
"17708","DNKN",1
"17709","FRAN",1
"17710","HUBS",1
"17711","FRPT",1
"17712","ARAY",1
"17713","QUOT",1
"17714","COLD",1
"17715","DERM",1
"17716","NS",1
"17717","FMX",1
"17718","GLIBA",1
"17719","HTLD",1
"17720","VRNS",1
"17721","EV",1
"17722","AYTU",1
"17723","PKG",1
"17724","CINF",1
"17725","ANY",1
"17726","NAV",1
"17727","DENN",1
"17728","CLX",1
"17729","VGR",1
"17730","HII",1
"17731","GLRE",1
"17732","PRGO",1
"17733","RRR",1
"17734","SINA",1
"17735","PRAH",1
"17736","MSA",1
"17737","SQNS",1
"17738","ZG",1
"17739","ACM",1
"17740","HLI",1
"17741","CMP",1
"17742","FTNT",1
"17743","CLDX",1
"17744","CZZ",1
"17745","MCF",1
"17746","SPB",1
"17747","IFF",1
"17748","MDCA",1
"17749","VCEL",1
"17750","SRCL",1
"17751","RBBN",1
"17752","RYI",1
"17753","MAC",1
"17754","SENS",1
"17755","IQV",1
"17756","WNS",1
"17757","WTFC",1
"17758","SGRY",1
"17759","VIV",1
"17760","XPER",1
"17761","FCF",1
"17762","VG",1
"17763","SNP",3
"17764","AGEN",1
"17765","RPAI",1
"17766","WLH",1
"17767","IVR",1
"17768","RPD",1
"17769","GLNG",1
"17770","PETS",1
"17771","TTI",1
"17772","CETV",1
"17773","THS",1
"17774","AMBA",1
"17775","RRD",1
"17776","AMKR",1
"17777","MNTA",1
"17778","TBI",1
"17779","COUP",1
"17780","MNKD",1
"17781","ICPT",1
"17782","MITK",1
"17783","BHE",1
"17784","PZZA",1
"17785","BGI",1
"17786","BCE",1
"17787","POOL",1
"17788","EQM",1
"17789","MGRC",1
"17790","MDCO",1
"17791","FANH",1
"17792","INFN",1
"17793","MMSI",1
"17794","PTN",1
"17795","ENIC",1
"17796","SPXC",1
"17797","ARCH",1
"17798","AM",1
"17799","TGI",1
"17800","AWK",1
"17801","REDU",1
"17802","R",1
"17803","SREV",1
"17804","BKH",1
"17805","AVD",1
"17806","CMCM",1
"17807","UPLD",1
"17808","GPN",1
"17809","COLM",1
"17810","GLUU",1
"17811","HE",1
"17812","SJI",1
"17813","CCOI",1
"17814","SEDG",1
"17815","LLNW",1
"17816","PBYI",1
"17817","IRWD",1
"17818","CSGS",1
"17819","FBM",1
"17820","VAR",1
"17821","CNSL",1
"17822","SUPN",1
"17823","DPW",1
"17824","UGI",1
"17825","COLL",1
"17826","DRNA",1
"17827","BKCC",1
"17828","CBD",1
"17829","SMG",1
"17830","PACB",1
"17831","AVDL",1
"17832","JNCE",1
"17833","WAT",1
"17834","NLNK",1
"17835","FLOW",1
"17836","MKSI",1
"17837","CWT",1
"17838","RESI",1
"17839","MTB",1
"17840","CRL",1
"17841","CDK",1
"17842","FDS",1
"17843","JLL",1
"17844","HSC",1
"17845","LNTH",1
"17846","SAIL",1
"17847","PNM",1
"17848","AT",1
"17849","PACW",1
"17850","MXL",1
"17851","OLLI",1
"17852","LOCO",1
"17853","RUSHA",1
"17854","APPN",1
"17855","RHE",1
"17856","AVY",1
"17857","WMS",1
"17858","MCFT",1
"17859","DHT",1
"17860","AVA",1
"17861","WLK",1
"17862","PSA",1
"17863","AAWW",1
"17864","WIX",1
"17865","USCR",1
"17866","INO",1
"17867","NTB",1
"17868","AAOI",1
"17869","ERI",1
"17870","FOSL",1
"17871","STE",1
"17872","OSTK",1
"17873","FOXF",1
"17874","MDGS",1
"17875","AZPN",1
"17876","DCI",1
"17877","FTAI",1
"17878","DSS",1
"17879","ONVO",1
"17880","AIZ",1
"17881","IRBT",1
"17882","SBLK",1
"17883","CWST",1
"17884","BURL",1
"17885","LEG",1
"17886","COR",1
"17887","AAN",1
"17888","SOI",1
"17889","PRA",1
"17890","GPMT",1
"17891","NBLX",1
"17892","INT",1
"17893","UMBF",1
"17894","LPG",1
"17895","SOHU",1
"17896","IPHI",1
"17897","FGEN",1
"17898","BAP",1
"17899","BC",1
"17900","FTR",1
"17901","OCSL",1
"17902","MBUU",1
"17903","ACHN",1
"17904","HTLF",1
"17905","BLKB",1
"17906","SNN",1
"17907","CUBI",1
"17908","ENPH",1
"17909","CADE",1
"17910","AJRD",1
"17911","APAM",1
"17912","PEI",1
"17913","HLIT",1
"17914","ST",1
"17915","IPAR",1
"17916","CRTO",1
"17917","AKR",1
"17918","MRTX",1
"17919","ZUMZ",1
"17920","MLI",1
"17921","ROG",1
"17922","UMC",1
"17923","QHC",1
"17924","BAND",1
"17925","ABMD",1
"17926","KEYS",1
"17927","HRC",1
"17928","SSP",1
"17929","FRT",1
"17930","NDSN",1
"17931","ALSK",1
"17932","ASC",1
"17933","BATRK",1
"17934","STC",1
"17935","IRT",1
"17936","FFBC",1
"17937","DLTH",1
"17938","LII",1
"17939","OSG",1
"17940","GOOS",1
"17941","AXTI",1
"17942","EGRX",1
"17943","BMO",4
"17944","DBVT",1
"17945","EPAM",1
"17946","GDEN",1
"17947","PVH",1
"17948","CRBP",1
"17949","MTD",1
"17950","BCRX",1
"17951","ASNA",1
"17952","CBPO",1
"17953","FIVN",1
"17954","EGHT",1
"17955","ESS",1
"17956","JKHY",1
"17957","INGR",1
"17958","HT",1
"17959","EPAY",1
"17960","BAS",1
"17961","CPHI",1
"17962","ADSW",1
"17963","WPC",1
"17964","VRSK",1
"17965","ICLR",1
"17966","AQMS",1
"17967","AWR",1
"17968","DRRX",1
"17969","VRA",1
"17970","WLKP",1
"17971","BFAM",1
"17972","IOVA",1
"17973","TEN",1
"17974","SUP",1
"17975","LL",1
"17976","TRXC",1
"17977","LEA",1
"17978","APD",1
"17979","OSUR",1
"17980","AVT",1
"17981","SXC",1
"17982","ATTO",1
"17983","NVCR",1
"17984","DAR",1
"17985","PCH",1
"17986","SAFM",1
"17987","CRIS",1
"17988","RMBS",1
"17989","PRTK",1
"17990","AJG",1
"17991","RGA",1
"17992","GMLP",1
"17993","TAST",1
"17994","KB",4
"17995","OTEX",1
"17996","FHB",1
"17997","SANM",1
"17998","SNV",1
"17999","MOD",1
"18000","MGI",1
"18001","WBC",1
"18002","SNA",1
"18003","ELGX",1
"18004","KOPN",1
"18005","CLDT",1
"18006","AIMT",1
"18007","OSBC",1
"18008","BRKL",1
"18009","DEO",1
"18010","UNFI",1
"18011","ONDK",1
"18012","SAH",1
"18013","NVTA",1
"18014","HZO",1
"18015","TNK",1
"18016","SATS",1
"18017","KANG",1
"18018","SLGN",1
"18019","IBKR",1
"18020","HMC",4
"18021","GPI",1
"18022","CPA",1
"18023","ROCK",1
"18024","RNWK",1
"18025","HOV",1
"18026","ASTE",1
"18027","CTLT",1
"18028","DMRC",1
"18029","CUTR",1
"18030","UEPS",1
"18031","AMCX",1
"18032","NMM",1
"18033","SAIC",1
"18034","DIOD",1
"18035","RARE",1
"18036","INOV",1
"18037","TPX",1
"18038","CBM",1
"18039","MYOK",1
"18040","BNFT",1
"18041","PLYA",1
"18042","CSFL",1
"18043","CFFN",1
"18044","HSII",1
"18045","GDS",1
"18046","UL",4
"18047","LOPE",1
"18048","TCMD",1
"18049","HVT",1
"18050","GOLD",1
"18051","RLI",1
"18052","KEX",1
"18053","SMTC",1
"18054","OR",1
"18055","XNCR",1
"18056","B",1
"18057","DIN",1
"18058","SCHN",1
"18059","OMN",1
"18060","NM",1
"18061","HSON",1
"18062","UBSI",1
"18063","FPRX",1
"18064","GVA",1
"18065","EVTC",1
"18066","FLXN",1
"18067","DESP",1
"18068","ODFL",1
"18069","CFMS",1
"18070","NVTR",1
"18071","TGP",1
"18072","ENZ",1
"18073","KRA",1
"18074","WLTW",1
"18075","CDXS",1
"18076","FCFS",1
"18077","I",1
"18078","URG",1
"18079","VREX",1
"18080","KDMN",1
"18081","CNS",1
"18082","LM",1
"18083","BITA",1
"18084","LXU",1
"18085","SON",1
"18086","GDOT",1
"18087","ROP",1
"18088","NLS",1
"18089","SITE",1
"18090","LSXMK",1
"18091","MSTR",1
"18092","COHU",1
"18093","RBA",1
"18094","OTIC",1
"18095","CPRX",1
"18096","ZIOP",1
"18097","GRMN",1
"18098","MEDP",1
"18099","TEF",4
"18100","CSLT",1
"18101","KEP",4
"18102","CEIX",1
"18103","GIL",1
"18104","NEWM",1
"18105","NVGS",1
"18106","MCC",1
"18107","MCY",1
"18108","TWOU",1
"18109","MDGL",1
"18110","AZUL",1
"18111","TCS",1
"18112","ACTG",1
"18113","GATX",1
"18114","EPC",1
"18115","SRG",1
"18116","AMWD",1
"18117","CATY",1
"18118","MSM",1
"18119","COLB",1
"18120","GBT",1
"18121","GEF",1
"18122","LOMA",1
"18123","MPAA",1
"18124","HCHC",1
"18125","GGG",1
"18126","BPFH",1
"18127","TDS",1
"18128","COWN",1
"18129","MTH",1
"18130","GTLS",1
"18131","SKYW",1
"18132","CONN",1
"18133","EZPW",1
"18134","GNL",1
"18135","BXC",1
"18136","NPO",1
"18137","RCI",1
"18138","MHLD",1
"18139","MLNX",1
"18140","AERI",1
"18141","BAK",1
"18142","SEM",1
"18143","CCU",1
"18144","KPTI",1
"18145","GEL",1
"18146","AVID",1
"18147","HEP",1
"18148","SLDB",1
"18149","GNRC",1
"18150","WD",1
"18151","SHLO",1
"18152","DNB",1
"18153","TBBK",1
"18154","IVC",1
"18155","TOUR",1
"18156","ITT",1
"18157","MTRX",1
"18158","SPWR",1
"18159","CHH",1
"18160","TOT",3
"18161","PGTI",1
"18162","MDP",1
"18163","SLAB",1
"18164","WWE",1
"18165","RNG",1
"18166","EHC",1
"18167","PEGA",1
"18168","NOVT",1
"18169","DTE",1
"18170","MYGN",1
"18171","DEA",1
"18172","MINI",1
"18173","PXLW",1
"18174","ERF",1
"18175","AEIS",1
"18176","LHCG",1
"18177","NDAQ",1
"18178","NFG",1
"18179","WSFS",1
"18180","CNNE",1
"18181","WCC",1
"18182","BRC",1
"18183","PIRS",1
"18184","AAT",1
"18185","ENR",1
"18186","NSA",1
"18187","ABIO",1
"18188","RFP",1
"18189","SRRA",1
"18190","EE",1
"18191","VRTU",1
"18192","MMYT",1
"18193","MEET",1
"18194","UTHR",1
"18195","CALM",1
"18196","ALRM",1
"18197","USAC",1
"18198","MKTX",1
"18199","LSCC",1
"18200","PTGX",1
"18201","WSR",1
"18202","RWT",1
"18203","ECPG",1
"18204","MCRN",1
"18205","SFL",1
"18206","AME",1
"18207","BKNG",1
"18208","CSTE",1
"18209","QNST",1
"18210","SR",1
"18211","PMTS",1
"18212","SIMO",1
"18213","AMED",1
"18214","HRTG",1
"18215","VNET",1
"18216","AYX",1
"18217","CHRS",1
"18218","KEM",1
"18219","BWB",1
"18220","BEDU",1
"18221","CIB",1
"18222","FSP",1
"18223","IIIN",1
"18224","BLD",1
"18225","HFWA",1
"18226","SCSC",1
"18227","QADA",1
"18228","SALT",1
"18229","BHLB",1
"18230","CASI",1
"18231","TSC",1
"18232","RE",1
"18233","LUNA",1
"18234","FBC",1
"18235","CLS",1
"18236","SFNC",1
"18237","GBX",1
"18238","GWR",1
"18239","VRS",1
"18240","HUBB",1
"18241","PPDF",1
"18242","GLOW",1
"18243","GTT",1
"18244","PBA",1
"18245","LTS",1
"18246","UAN",1
"18247","GMED",1
"18248","VERU",1
"18249","PB",1
"18250","VVI",1
"18251","MRCY",1
"18252","VSI",1
"18253","TU",1
"18254","LCII",1
